series_key,dataset,index,series,type,period,n,h,backend,status,elapsed_seconds,forecast,actual,model_selected,alpha_real,alpha_imag,beta_real,beta_imag,sse,error,finite,smape,mase,mae,rmse
M3:15,M3,15,N0015,yearly,1,14,6,statsforecast,ok,0.001993799989577383,"[5618.18115234375, 6138.5048828125, 6551.1796875, 7126.74462890625, 7632.8857421875, 8279.4873046875]","[5995.0, 6510.5, 6670.0, 6941.5, 7010.0, 7539.5]",N,1.8,1.1475449085235578,,,455827.5440059273,,True,5.777604211670254,1.4044453950866644,402.6253255208333,459.0523770552916
M3:16,M3,16,N0016,yearly,1,14,6,statsforecast,ok,0.0017632999806664884,"[6241.642578125, 6350.27490234375, 6684.01806640625, 6844.994140625, 7166.67626953125, 7370.64208984375]","[6658.3, 7101.4, 7375.8, 5748.3, 5915.4, 5759.3]",N,1.8,1.0673940187319926,,,1434334.0074619371,,True,14.75990433694887,2.952861439749963,969.8128255208334,1047.3146800631455
M3:17,M3,17,N0017,yearly,1,14,6,statsforecast,ok,0.0010198999661952257,"[6372.037109375, 6635.275390625, 7014.2509765625, 7324.99267578125, 7725.3857421875, 8082.80859375]","[6259.05, 6189.35, 5963.7, 5454.85, 5420.0, 5561.65]",N,1.8,1.0925239562988267,,,1910004.6209421714,,True,21.038392001458533,4.4539241136347645,1384.3584147135416,1657.4956308712924
M3:18,M3,18,N0018,yearly,1,14,6,statsforecast,ok,0.0010707999463193119,"[8314.6796875, 9161.0478515625, 9328.46484375, 9965.0322265625, 10337.814453125, 10917.5771484375]","[7062.4, 6891.6, 6413.6, 5775.2, 4983.4, 4782.4]",N,1.5909114013449885,1.080285152047872,,,8118695.912947698,,True,47.147231822484876,5.828990823548767,3686.002701822917,4063.657668679407
M3:19,M3,19,N0019,yearly,1,14,6,statsforecast,ok,0.0016351999947801232,"[6070.08154296875, 6372.97265625, 6836.28271484375, 7206.46728515625, 7705.01025390625, 8143.89892578125]","[5751.05, 5261.98, 6275.53, 6026.32, 5260.44, 6278.0]",N,1.8,1.1162460327148427,,,1023152.3169873017,,True,19.07836093602172,4.040401219944884,1246.8988964843752,1443.4206800185714
M3:20,M3,20,N0020,yearly,1,14,6,statsforecast,ok,0.0013045999803580344,"[12589.857421875, 13430.03125, 16209.203125, 17969.9453125, 21113.919921875, 23837.298828125]","[10045.3, 10056.3, 8687.2, 8423.0, 7742.5, 7399.7]",N,1.6393732047769376,1.2634149014949796,,,9998786.11107516,,True,63.650599246655226,13.905545921983933,8799.3759765625,10120.697083981857
M3:21,M3,21,N0021,yearly,1,14,6,statsforecast,ok,0.0020514000207185745,"[9549.40234375, 10087.2978515625, 10651.7958984375, 11251.046875, 11881.302734375, 12549.1826171875]","[9806.85, 10774.75, 10476.5, 11016.0, 10540.5, 10580.5]",N,1.8,1.104175567626952,,,7705681.865950831,,True,7.000645860870212,1.1840737928447567,777.4546549479168,1024.5575189059202
M3:22,M3,22,N0022,yearly,1,14,6,statsforecast,ok,0.002162399992812425,"[4991.0576171875, 5903.4970703125, 6022.6103515625, 6931.60595703125, 7228.958984375, 8170.26220703125]","[5052.8, 4512.15, 4350.8, 4609.33, 4772.4, 5199.0]",N,1.8,1.1701171874999983,,,2823984.312312406,,True,30.968311066246624,5.253399164458474,1812.4994921875002,2040.8599254050253
M3:23,M3,23,N0023,yearly,1,14,6,statsforecast,ok,0.004678400000557303,"[2958.390380859375, 2885.484375, 2555.185302734375, 2440.3779296875, 2196.56640625, 2071.03955078125]","[3434.8, 3644.2, 4183.4, 4896.2, 4876.4, 3502.2]",N,1.8,0.8686367034912116,,,14798486.630207492,,True,46.75836350897129,2.0517521816085695,1571.6926757812498,1766.0921544403088
M3:24,M3,24,N0024,yearly,1,14,6,statsforecast,ok,0.0021446000318974257,"[6413.98193359375, 7245.1865234375, 7767.79345703125, 8691.1787109375, 9390.7041015625, 10440.28515625]","[6659.25, 6907.26, 7032.42, 6788.04, 8569.5, 8602.47]",N,1.8,1.1851533889770485,,,1320251.5916266567,,True,11.916894487107095,2.3965235952922153,980.1210026041667,1182.4411584360441
M3:25,M3,25,N0025,yearly,1,14,6,statsforecast,ok,0.0016544000245630741,"[5124.4384765625, 5631.00830078125, 5977.0478515625, 6525.77978515625, 6963.0908203125, 7569.98828125]","[5283.64, 5789.4, 5862.2, 6434.6, 6655.4, 6970.6]",N,1.8,1.1466102600097638,,,460568.3871101491,,True,3.65721179120422,0.8932049501407828,238.4499934895833,296.05089378919683
M3:26,M3,26,N0026,yearly,1,14,6,statsforecast,ok,0.0012433999800123274,"[8771.4072265625, 9826.1279296875, 10257.1611328125, 11340.43359375, 11964.5595703125, 13113.4423828125]","[8839.0, 8757.0, 7748.0, 7596.0, 7232.0, 8216.0]",N,1.8,1.1453369140624985,,,4736773.03749278,,True,29.15354798997565,5.00401711494285,2836.7195638020835,3362.6957891202883
M3:27,M3,27,N0027,yearly,1,14,6,statsforecast,ok,0.0013220999971963465,"[3053.359375, 3815.62109375, 4051.035888671875, 4730.09619140625, 5220.75341796875, 5955.8583984375]","[3676.83, 4721.37, 5243.28, 6276.36, 7026.27, 8885.16]",N,1.5366775452145782,1.211080174706875,,,1313496.770746694,,True,27.07674088487343,6.860360978746698,1500.4242724609376,1676.4134578061203
M3:28,M3,28,N0028,yearly,1,14,6,statsforecast,ok,0.001575100002810359,"[12348.7939453125, 15511.5048828125, 17204.181640625, 21001.0859375, 23805.798828125, 28570.546875]","[12523.5, 12166.0, 12881.5, 13480.5, 7086.5, 7598.0]",N,1.7327497573858421,1.3247403445682713,,,1871935.2876626155,,True,53.69168460748552,11.245754464323566,8842.554036458334,11589.15002825344
M3:29,M3,29,N0029,yearly,1,14,6,statsforecast,ok,0.0019351000082679093,"[4502.39404296875, 4465.51025390625, 4523.5966796875, 4505.47314453125, 4548.6865234375, 4542.71533203125]","[4227.0, 4481.0, 4395.0, 4602.0, 4829.0, 4841.0]",N,1.8,1.0063476562499984,,,16384441.992710788,,True,3.9991956810770493,0.25930870358960845,182.43424479166666,211.92991737751407
M3:30,M3,30,N0030,yearly,1,14,6,statsforecast,ok,0.005300899967551231,"[5686.1162109375, 6013.44287109375, 6256.9541015625, 6596.60986328125, 6880.99267578125, 7239.7822265625]","[6747.02, 6775.18, 7079.44, 7873.68, 8304.85, 8966.21]",N,1.8,1.0888783454895004,,,963060.7206876419,,True,16.503722517249447,3.8463613022317165,1178.7470084635418,1226.1779388990706
M3:31,M3,31,N0031,yearly,1,14,6,statsforecast,ok,0.0032758000306785107,"[7161.65576171875, 8088.23779296875, 8610.8837890625, 9620.205078125, 10332.423828125, 11460.4521484375]","[7928.83, 7751.34, 8468.2, 9231.5, 9811.36, 11374.3]",N,1.8,1.1764831542968734,,,1741861.599792106,,True,4.357370448039666,0.7799158678860775,373.77947916666653,438.2610412892642
M3:32,M3,32,N0032,yearly,1,14,6,statsforecast,ok,0.002724100020714104,"[5846.3740234375, 6363.9453125, 6922.65673828125, 7534.57373046875, 8196.8896484375, 8920.7021484375]","[5025.0, 5062.6, 4878.6, 5099.6, 5050.8, 5505.4]",N,1.8,1.16638832092285,,,1180750.230624656,,True,34.320145616804304,6.995408399530717,2193.8569335937495,2381.791649412157
M3:33,M3,33,N0033,yearly,1,14,6,statsforecast,ok,0.002777300018351525,"[3662.2353515625, 3598.59033203125, 3584.309814453125, 3531.670654296875, 3509.97265625, 3464.458740234375]","[4421.52, 4417.08, 3819.84, 3816.98, 3472.72, 4063.7]",N,1.8,0.9821975708007804,,,4592951.66955368,,True,11.72028923864657,1.0066600566837098,455.8512939453126,539.1029977003338
M3:34,M3,34,N0034,yearly,1,14,6,statsforecast,ok,0.0017539000255055726,"[7766.52880859375, 7914.93701171875, 7985.43212890625, 8121.87353515625, 8207.275390625, 8336.8330078125]","[8061.94, 8551.94, 9303.02, 9592.14, 9611.4, 9505.0]",N,1.8,1.024363708496092,,,11742018.225938251,,True,12.027786811973977,1.4081444898562148,1048.76001953125,1134.8231796975897
M3:35,M3,35,N0035,yearly,1,14,6,statsforecast,ok,0.001816999982111156,"[3373.839599609375, 3366.89306640625, 3295.849365234375, 3276.240966796875, 3217.097412109375, 3190.027099609375]","[3070.2, 3601.6, 3407.4, 3500.6, 3437.8, 3007.0]",N,1.8,0.9772955894470211,,,8157558.032674165,,True,6.441573786190055,0.37480551256549416,212.9976481119792,220.70848893106967
M3:36,M3,36,N0036,yearly,1,14,6,statsforecast,ok,0.0027786000282503664,"[4073.280029296875, 4838.39208984375, 6213.97216796875, 7732.677734375, 9744.3896484375, 12217.6826171875]","[3274.64, 3970.12, 5589.92, 9170.12, 8793.24, 10438.96]",N,1.2469388733313327,1.3840924371266734,,,465283.95288505545,,True,15.832937418178588,4.308064284062784,1076.3798030598962,1148.6182638548598
M3:37,M3,37,N0037,yearly,1,14,6,statsforecast,ok,0.0025384000036865473,"[1384.89892578125, 2109.3173828125, 2342.0771484375, 2904.71533203125, 3456.71826171875, 4176.18408203125]","[2509.23, 2835.65, 3193.03, 3756.92, 5400.23, 8299.04]",N,1.2390625979006238,1.293119603395462,,,640153.205573408,,True,42.239652270485756,10.490267818966116,1603.3648111979167,2000.717862172699
M3:38,M3,38,N0038,yearly,1,14,6,statsforecast,ok,0.0019224000279791653,"[9074.1953125, 10264.560546875, 12024.3173828125, 13684.3310546875, 15950.0869140625, 18227.384765625]","[8388.45, 8570.2, 8858.75, 9702.85, 11116.85, 12344.85]",N,1.8,1.2988749027252198,,,397314.5558337789,,True,27.401208611106835,6.290469988700983,3373.8209960937493,3811.7910680026193
M3:39,M3,39,N0039,yearly,1,14,6,statsforecast,ok,0.003513899981044233,"[3781.181640625, 4118.03466796875, 4803.2724609375, 5319.3896484375, 6126.083984375, 6849.4814453125]","[3464.8, 5180.4, 5090.2, 5245.8, 5217.4, 5713.4]",N,1.7229387973203558,1.2456274390220634,,,405632.03069476597,,True,12.147331823134948,3.1548383387569525,630.6715983072917,756.4002384208836
M3:40,M3,40,N0040,yearly,1,14,6,statsforecast,ok,0.0032375999726355076,"[2931.904052734375, 3729.654541015625, 4640.8095703125, 5858.27392578125, 7326.0087890625, 9217.7216796875]","[2825.79, 2994.88, 3546.68, 5304.05, 6379.21, 7146.98]",N,1.5632975634468016,1.4640418134629725,,,69715.63196902398,,True,16.886782167629562,5.139040711495603,917.7970930989583,1098.4714034980807
M3:41,M3,41,N0041,yearly,1,14,6,statsforecast,ok,0.0025875999708659947,"[5390.50146484375, 6011.32568359375, 6401.0263671875, 7077.7080078125, 7588.88330078125, 8343.73046875]","[6462.07, 5119.36, 4035.35, 4815.54, 7010.89, 4328.0]",N,1.8,1.1644299983978252,,,2866300.1515981746,,True,31.463993501889206,4.701142280072947,1864.1837272135417,2202.9471974864605
M3:42,M3,42,N0042,yearly,1,14,6,statsforecast,ok,0.001778600038960576,"[4256.80126953125, 4918.74658203125, 5525.51513671875, 6353.126953125, 7166.037109375, 8211.6337890625]","[3889.0, 3926.5, 4380.0, 4951.0, 4854.0, 5091.0]",N,1.8,1.2669433593749988,,,280307.5835157688,,True,27.46493054339081,6.466568192336957,1556.726806640625,1801.937236010111
M3:43,M3,43,N0043,yearly,1,14,6,statsforecast,ok,0.0016419000457972288,"[9457.9150390625, 10638.623046875, 13335.31640625, 15273.7900390625, 18857.0546875, 21870.791015625]","[8887.5, 9787.14, 9683.85, 10154.67, 9313.98, 9246.51]",N,1.8,1.3849960327148425,,,960966.6278715297,,True,39.23920612422305,10.003422387889563,5393.306705729166,6964.573918995102
M3:44,M3,44,N0044,yearly,1,14,6,statsforecast,ok,0.002545700001064688,"[5142.6103515625, 5333.9248046875, 5754.2705078125, 6036.76806640625, 6459.78125, 6815.966796875]","[4598.9, 4356.6, 4016.2, 4734.0, 5037.7, 5105.6]",N,1.6916450986932656,1.1074682325124732,,,1272956.257016864,,True,24.08887471508919,4.157571579025919,1282.386962890625,1348.8605133397577
M3:45,M3,45,N0045,yearly,1,14,6,statsforecast,ok,0.002025499998126179,"[5652.98779296875, 6054.912109375, 6635.6806640625, 7137.52734375, 7795.21142578125, 8408.328125]","[5434.38, 6037.95, 6516.51, 7095.96, 7396.23, 7678.38]",N,1.8,1.1596160888671858,,,1052343.387598989,,True,3.4913399492187813,0.8789069027748968,254.20624348958336,354.9687814559895
M3:46,M3,46,N0046,yearly,1,14,6,statsforecast,ok,0.0014125999878160655,"[5420.73095703125, 5784.7587890625, 5956.923828125, 6313.69775390625, 6537.501953125, 6898.1806640625]","[5383.5, 5640.85, 5708.2, 5906.7, 6017.45, 6952.3]",N,1.8,1.0854843139648396,,,768034.7426246282,,True,3.8665831275802582,0.9260567153557132,235.1721028645834,295.2370614055278
M3:47,M3,47,N0047,yearly,1,14,6,statsforecast,ok,0.0016451000119559467,"[4006.383544921875, 4016.1533203125, 3925.44775390625, 3914.92041015625, 3842.127197265625, 3819.364501953125]","[4734.9, 5266.5, 5429.7, 5457.9, 5872.5, 6412.2]",N,1.8,0.9793106079101543,,,11493548.543001426,,True,33.52909879499315,2.438278478880532,1608.2172119140623,1711.864165040218
M3:48,M3,48,N0048,yearly,1,14,6,statsforecast,ok,0.003266400017309934,"[4839.6220703125, 5924.81787109375, 6833.29345703125, 8281.521484375, 9631.4501953125, 11591.6650390625]","[5101.18, 5934.92, 6366.5, 6574.92, 6989.74, 8629.08]",N,1.8,1.367101383209226,,,333760.26407267235,,True,16.094944016896417,4.814878095154779,1341.5583723958334,1777.378323603051
M3:49,M3,49,N0049,yearly,1,14,6,statsforecast,ok,0.002165700017940253,"[5398.8701171875, 8758.2177734375, 9221.6748046875, 12757.4736328125, 14778.669921875, 19177.435546875]","[6402.27, 7184.37, 7854.54, 7973.55, 8616.99, 8504.07]",N,1.558335941792965,1.4332575231790536,,,2823682.4737309497,,True,38.11712419673355,10.271794420196322,4260.55859375,5479.139570443641
M3:50,M3,50,N0050,yearly,1,14,6,statsforecast,ok,0.0024052999797277153,"[5207.8046875, 5354.31982421875, 5439.47265625, 5579.40869140625, 5678.8271484375, 5816.09716796875]","[6167.5, 5986.5, 5006.5, 4556.0, 4466.5, 4350.5]",N,1.8,1.0388580322265606,,,6371802.959098678,,True,18.20622995302551,1.6795510218829912,954.363525390625,1014.3314474559043
M3:646,M3,646,N0646,quarterly,4,36,8,statsforecast,ok,0.03125580004416406,"[5574.474609375, 5635.6943359375, 5689.9599609375, 5750.92236328125, 5807.5322265625, 5868.75341796875, 5927.333984375, 5989.16064453125]","[5531.5, 5670.6, 5730.0, 5798.45, 5809.05, 5707.05, 5661.75, 6176.6]",N,1.8,1.0185203552246085,,,2771611.5454361686,,True,1.6750424701479973,0.2818301217064823,97.71156005859382,131.69375799976177
M3:647,M3,647,N0647,quarterly,4,36,8,statsforecast,ok,0.03734249999979511,"[3776.737040042877, 3813.707323074341, 3937.7463941574097, 3997.723321914673, 4134.917704105377, 4192.235399246216, 4315.28643321991, 4392.212335586548]","[3799.2, 3972.6, 4078.2, 4090.0, 4240.2, 4320.8, 4268.4, 4292.6]",P,1.8,1.042687055262802,0.01,,131794.21651814724,,True,2.422697228055217,0.41511774592583334,99.30394828319544,108.24038148965063
M3:648,M3,648,N0648,quarterly,4,38,8,statsforecast,ok,0.0308159000123851,"[5676.995669960976, 5860.560019493103, 6014.0493240356445, 6216.009407043457, 6507.471744179726, 6737.604941368103, 6907.4663162231445, 7152.963508605957]","[5405.5, 5935.5, 5864.65, 5800.1, 5853.55, 5948.0, 5970.0, 5692.0]",P,1.8,1.0645744270360387,0.01,,575047.640742068,,True,9.493092339818848,1.419234493876251,594.212611490488,736.4589067669256
M3:649,M3,649,N0649,quarterly,4,36,8,statsforecast,ok,0.027319899993017316,"[4326.71826171875, 4326.33056640625, 4392.37841796875, 4405.27197265625, 4461.69287109375, 4483.48779296875, 4533.84033203125, 4561.67822265625]","[4713.0, 4201.0, 4085.8, 4065.0, 3940.2, 3686.8, 3816.6, 2993.6]",N,1.8,1.0151935100555416,,,3019879.296572238,,True,14.669531877150149,1.5784157425400034,595.2452392578125,729.2689776647052
M3:650,M3,650,N0650,quarterly,4,36,8,statsforecast,ok,0.019398899981752038,"[4131.47428894043, 4413.624534606934, 4629.8402507305145, 4893.79131680727, 5057.69792175293, 5367.525413513184, 5648.0467936992645, 5949.58379727602]","[4536.47, 4729.85, 5230.25, 5672.0, 5963.0, 6143.0, 6636.0, 6908.0]",P,1.8,1.0933329193841301,0.01,,253989.6537775166,,True,13.008447975391231,2.1018987355997663,715.8732103341819,753.7959385008683
M3:651,M3,651,N0651,quarterly,4,36,8,statsforecast,ok,0.024165900016669184,"[8048.008960723877, 8004.633827209473, 8153.3483238220215, 8218.103240966797, 8065.332691192627, 8022.208534240723, 8170.7389488220215, 8235.657928466797]","[8202.2, 8287.2, 8287.4, 8117.0, 8164.6, 8129.8, 8352.0, 8308.4]",P,1.8,1.0009692072909022,0.015319943221673534,,1407941.8878273414,,True,1.7330076028012353,0.5740942282590065,141.59675331115739,154.6718847940007
M3:652,M3,652,N0652,quarterly,4,35,8,statsforecast,ok,0.013156400003936142,"[8572.386924743652, 8440.926223754883, 8645.312196731567, 8783.227794647217, 8906.352745056152, 8783.695755004883, 8986.943056106567, 9131.829357147217]","[8353.32, 8586.87, 8519.06, 8662.2, 9080.78, 9012.34, 9120.59, 9391.41]",P,1.8,1.0176789202795027,0.01,,3792477.337082811,,True,1.9936663156143237,0.2411167563332623,176.073722381592,182.9699160349159
M3:653,M3,653,N0653,quarterly,4,35,8,statsforecast,ok,0.017059999983757734,"[2894.5838165283203, 2923.0199279785156, 3109.1571006774902, 3377.765411376953, 2798.6082305908203, 2820.5470275878906, 3013.2842979431152, 3278.109893798828]","[2893.0, 2869.5, 2934.5, 3144.5, 2797.0, 2876.5, 3324.5, 3495.5]",P,1.8,0.985387910377496,0.01,,4849277.707208236,,True,4.137104257919194,0.16820255317575936,131.1491584777832,171.40293869120467
M3:654,M3,654,N0654,quarterly,4,37,8,statsforecast,ok,0.012663999979849905,"[6282.428466796875, 6300.807583808899, 6207.676788330078, 6497.194349765778, 6718.845947265625, 6739.142056465149, 6658.037139892578, 6951.553236484528]","[6093.05, 5993.4, 5675.95, 5890.2, 6246.25, 6408.55, 6390.6, 6735.1]",P,1.8,1.0310706391376163,0.01,,3139002.9615026168,,True,5.798966429596928,0.7424993823423146,365.3231961011886,392.5162112724228
M3:655,M3,655,N0655,quarterly,4,36,8,statsforecast,ok,0.011694099986925721,"[6919.203369140625, 6930.683410644531, 7345.265205383301, 7463.06286239624, 7518.843994140625, 7552.589660644531, 7972.343818664551, 8109.84215927124]","[6729.34, 6675.46, 7142.94, 7308.06, 7525.5, 7893.78, 8223.88, 8904.28]",P,1.8,1.038331648313748,0.01,,2335268.1431651,,True,3.547045825504292,0.5268342988154093,274.5294018554687,349.4648672887186
M3:656,M3,656,N0656,quarterly,4,36,8,statsforecast,ok,0.013465800031553954,"[5502.066287994385, 5546.133945465088, 5635.74085521698, 5689.559480547905, 5725.630741119385, 5771.306308746338, 5863.65687084198, 5919.339265704155]","[5921.4, 5837.9, 5981.7, 6146.8, 6111.9, 6226.35, 6308.9, 6431.1]",P,1.8,1.018024664870857,0.01,,75393.96539494814,,True,6.982995851200036,2.2515964494768212,414.077030545473,419.2454546006556
M3:657,M3,657,N0657,quarterly,4,36,8,statsforecast,ok,0.011285599961411208,"[7684.227550506592, 7721.054122924805, 7781.641204833984, 8146.004119873047, 8262.585460662842, 8325.194747924805, 8385.306243896484, 8770.161834716797]","[7543.4, 8054.4, 7834.3, 7688.1, 7723.1, 7946.0, 7853.6, 7931.3]",P,1.7658082418655616,1.033317406122646,0.01,,1152845.9519570987,,True,5.067302172055967,0.8569855196046898,409.24807872772203,469.65877654860446
M3:658,M3,658,N0658,quarterly,4,36,8,statsforecast,ok,0.009698999987449497,"[4929.811283111572, 5009.676849365234, 5100.99324798584, 5056.533500671387, 5069.112552642822, 5149.942962646484, 5242.22762298584, 5198.744926452637]","[4848.2, 4993.6, 5315.4, 5256.0, 5984.3, 6408.9, 6574.7, 6590.0]",P,1.8,1.0124893973221725,0.019467051002257964,,503864.94194101007,,True,11.80921273067398,3.357331553590608,676.1791648864745,882.2053479178924
M3:659,M3,659,N0659,quarterly,4,36,8,statsforecast,ok,0.010512400011066347,"[3526.301733016968, 3600.9559020996094, 3677.9673776626587, 3796.8558292388916, 3807.015844345093, 3881.4588317871094, 3968.3213815689087, 4089.0037784576416]","[3554.24, 3574.36, 3562.92, 3612.4, 3724.88, 3861.44, 3785.36, 4126.66]",P,1.8,1.0344910114281767,0.01,,216334.32123344325,,True,2.2526738491378087,0.3770506321567347,84.60120690345752,106.52913306733366
M3:660,M3,660,N0660,quarterly,4,36,8,statsforecast,ok,0.009976399946026504,"[3456.077144384384, 3505.8766708374023, 3551.3170890808105, 3635.0203895568848, 3730.222163915634, 3772.5973739624023, 3833.3158683776855, 3913.8824501037598]","[3503.5, 3541.52, 3656.92, 3741.52, 3895.2, 3925.52, 3909.42, 4058.94]",P,1.8,1.0340649487105225,0.028626503192100944,,123954.49266212943,,True,2.7620725677088016,0.6494140930421664,104.27885622262954,113.71568908514557
